title,author,year,citation
Training invariant support vector machines using selective sampling,Leon Bottou,2007,67
Wasserstein generative adversarial networks,Leon Bottou,2017,53
Category-prefixed data batching of coded media data in multiple categories,Leon Bottou,2018,51
Sing: Symbol-to-instrument neural generator,Leon Bottou,2018,51
How big data changes statistical machine learning,Leon Bottou,2015,49
Learning with Privileged Information: New Optimization Algorithms and Applications,Leon Bottou,2010,34
A lower bound for the optimization of finite sums,Leon Bottou,2014,33
Scaling Learning Algorithms toward AI,Leon Bottou,2007,31
Diagonal rescaling for neural networks,Leon Bottou,2017,29
An efficient distributed learning algorithm based on effective local functional approximations,Leon Bottou,2013,29
Natural language processing (almost) from scratch,Leon Bottou,2011,28
Large-scale machine learning and stochastic algorithms,Leon Bottou,2008,26
Geometrical insights for implicit generative modeling,Leon Bottou,2018,24
"In hindsight: Doklady Akademii Nauk SSSR, 181 (4), 1968",Leon Bottou,2013,24
First-order adversarial vulnerability of neural networks and input dimension,Leon Bottou,2019,22
Mean Replacement Pruning,Leon Bottou,2018,21
Learning using large datasets,Leon Bottou,2008,21
No Regret Bound for Extreme Bandits.,Leon Bottou,2016,17
Unifying distillation and privileged information,Leon Bottou,2015,17
Interactive segment extraction in computer-human interactive learning,Leon Bottou,2016,15
From machine learning to machine reasoning,Leon Bottou,2014,15
Offline counterfactual analysis,Leon Bottou,2013,15
Category-prefixed data batching of coded media data in multiple categories,Leon Bottou,2018,13
Optimization methods for large-scale machine learning,Leon Bottou,2018,13
Controlling Covariate Shift using Equilibrium Normalization of Weights,Leon Bottou,2018,11
Adversarial vulnerability of neural networks increases with input dimension,Leon Bottou,2018,7
Advances in Neural Information Processing Systems 25: 26th Annual Conference on Neural Information Processing Systems 2012,Leon Bottou,2013,7
The Tradeoffs of Large-Scale Learning,Leon Bottou,2008,7
Learning and transferring mid-level image representations using convolutional neural networks,Leon Bottou,2014,6
Deep convolutional networks for scene parsing,Leon Bottou,2009,6
Is object localization for free?-weakly-supervised learning with convolutional neural networks,Leon Bottou,2015,5
Ice: enabling non-experts to build models interactively for large-scale lopsided problems,Leon Bottou,2014,5
Weakly supervised object recognition with convolutional neural networks,Leon Bottou,2014,5
Method and system for classifying image elements,Leon Bottou,2013,5
Method and Apparatus for Early Termination in Training of Support Vector Machines,Leon Bottou,2009,5
AdaGrad stepsizes: sharp convergence over nonconvex landscapes,Leon Bottou,2019,3
"Adagrad stepsizes: Sharp convergence over nonconvex landscapes, from any initialization",Leon Bottou,2018,3
An efficient distributed learning algorithm based on effective local functional approximations,Leon Bottou,2018,3
Empirical analysis of the hessian of over-parametrized neural networks,Leon Bottou,2017,3
Active labeling for computer-human interactive learning,Leon Bottou,2017,3
Feature completion in computer-human interactive learning,Leon Bottou,2016,3
Multilayer neural networks,Leon Bottou,2015,3
Nonconvex online support vector machines,Leon Bottou,2010,3
Scalable video encoder/decoder with drift control,Leon Bottou,2017,2
Did Evolution get it right? An evaluation of Near-Infrared imaging in semantic scene segmentation using deep learning,Leon Bottou,2016,2
Introduction to the special issue on learning semantics,Leon Bottou,2014,2
Counterfactual reasoning and learning systems: The example of computational advertising,Leon Bottou,2013,2
Parallel support vector method and apparatus,Leon Bottou,2012,2
Fast Classification with Online Support Vector Machines,Leon Bottou,2010,2
"Scaling Laws for the Principled Design, Initialization and Preconditioning of ReLU Networks",Leon Bottou,2019,1
Cold Case: The Lost MNIST Digits,Leon Bottou,2019,1
Discovering causal signals in images,Leon Bottou,2017,1
Application testing,Leon Bottou,2016,1
Making Vapnik–Chervonenkis Bounds Accurate,Leon Bottou,2015,1
Information fusion for entity matching in unstructured data,Nello Cristianini,2010,330
Data-Dependent Geometries and Structures: Analyses and Algorithms for Machine Learning,Nello Cristianini,2011,258
英国王立統計学会 Significance から 英国民のムードの即時測定,Nello Cristianini,2013,211
巻頭言 「人にやさしいマシン」 から 「マシンにやさしい人」 へ……………………… 山田 誠二……… 1 (179),Nello Cristianini,2012,97
Finite-time analysis of kernelised contextual bandits,Nello Cristianini,2013,60
"Thomas Lansdall-Welfare, Justin Lewis and",Nello Cristianini,2016,48
Efficient classification of multi-labeled text streams by clashing,Nello Cristianini,2014,47
Learning to translate: a statistical and computational analysis,Nello Cristianini,2012,41
Women are seen more than heard in online newspapers,Nello Cristianini,2016,40
Learning machine translation from in-domain and out-of-domain data,Nello Cristianini,2012,40
Modelling and explaining online news preferences,Nello Cristianini,2013,38
Automating news content analysis: An application to gender bias and readability,Nello Cristianini,2010,36
Automatic discovery of patterns in media content,Nello Cristianini,2011,28
Generic multiplicative methods for implementing machine learning algorithms on mapreduce,Nello Cristianini,2011,26
Learning the preferences of news readers with svm and lasso ranking,Nello Cristianini,2010,26
Automating massive-scale analysis of news content,Nello Cristianini,2016,25
Seasonal variation in collective mood via Twitter content and medical purchases,Nello Cristianini,2017,23
Learning to classify gender from four million images,Nello Cristianini,2015,23
Scalable preference learning from data streams,Nello Cristianini,2015,23
Modelling and predicting news popularity,Nello Cristianini,2013,22
Refining causality: who copied from whom?,Nello Cristianini,2011,21
Measuring gender bias in news images,Nello Cristianini,2015,20
On the coverage of science in the media: A big data study on the impact of the Fukushima disaster,Nello Cristianini,2014,20
Network analysis of narrative content in large corpora,Nello Cristianini,2015,19
Big Data Analysis of News and Social Media Content,Nello Cristianini,2012,19
The Actors of History: Narrative Network Analysis Reveals the Institutions of Power in British Society Between 1800-1950,Nello Cristianini,2017,18
Freudian slips: analysing the internal representations of a neural network from its mistakes,Nello Cristianini,2017,17
String similarity measures and PAM-like matrices for cognate identification,Nello Cristianini,2010,15
Learning Readers’ News Preferences with Support Vector Machines,Nello Cristianini,2011,14
Content analysis of 150 years of British periodicals,Nello Cristianini,2017,13
The anatomy of a modular system for media content analysis,Nello Cristianini,2014,11
The NetCover algorithm for the reconstruction of causal networks,Nello Cristianini,2012,10
Effects of the Recession on Public Mood in the UK,Nello Cristianini,2012,10
Assessment of cow’s body condition score through statistical shape analysis and regression machines,Nello Cristianini,2010,10
Celebrity Watch: Browsing news content by exploiting social intelligence,Nello Cristianini,2011,9
Reconstruction of causal networks by set covering,Nello Cristianini,2011,9
Discovering periodic patterns in historical news,Nello Cristianini,2016,8
Automatic annotation of a dynamic corpus by label propagation,Nello Cristianini,2013,8
Right for the Right Reason: Training Agnostic Networks,Nello Cristianini,2018,7
"Machine Learning and Knowledge Discovery in Databases: European Conference, ECML PKDD 2013, Prague, Czech Republic, September 23-27, 2013, Proceedings",Nello Cristianini,2013,7
Automating quantitative narrative analysis of news data,Nello Cristianini,2011,7
Gender classification by deep learning on millions of weakly labelled images,Nello Cristianini,2016,6
Vroege one-stage palatale sluiting: implicaties voor de spraakontwikkeling,Nello Cristianini,2012,6
Learning to rank for personalized news article retrieval,Nello Cristianini,2010,6
Large-scale content analysis of historical newspapers in the town of Gorizia 1873–1914,Nello Cristianini,2018,5
Nowcasting events from the social web with statistical learning,Nello Cristianini,2012,5
Scalable Corpus Annotation by Graph Construction and Label Propagation.,Nello Cristianini,2012,5
The functional role of the innate immune system in the pathogenesis of chronic obstructive pulmonary disease (COPD).,Nello Cristianini,2011,5
Detecting events in a million New York Times articles,Nello Cristianini,2010,5
Machine Decisions and Human Consequences,Nello Cristianini,2018,4
Automated analysis of the US presidential elections using Big Data and network analysis,Nello Cristianini,2015,4
An intelligent Web agent that autonomously learns how to translate,Nello Cristianini,2012,4
Sparse Canonical Correlation Analysis for Biomarker Discovery: A Case Study in Tuberculosis,Nello Cristianini,2011,4
The structure of the EU mediasphere,Nello Cristianini,2010,4
Can Machines Read our Minds?,Nello Cristianini,2019,3
Seasonal fluctuations in collective mood revealed by Wikipedia searches and Twitter posts,Nello Cristianini,2016,3
On the current paradigm in artificial intelligence,Nello Cristianini,2014,3
Nowcasting the mood of the nation,Nello Cristianini,2012,3
Linguistic phylogenetic inference by PAM-like matrices,Nello Cristianini,2012,3
The Effect of the Recession on Collective Mood in the UK,Nello Cristianini,2012,3
NOAM: news outlets analysis and monitoring system,Nello Cristianini,2011,3
Flu detector-tracking epidemics on Twitter,Nello Cristianini,2010,3
Fact Checking from Natural Text with Probabilistic Soft Logic,Nello Cristianini,2018,2
Detecting Shifts in Public Opinion: A Big Data Study of Global News Content,Nello Cristianini,2018,2
Diurnal variations of psychometric indicators in Twitter content,Nello Cristianini,2018,2
Time series analysis of garment distributions via street webcam,Nello Cristianini,2016,2
Analysing mood patterns in the United Kingdom through Twitter content,Nello Cristianini,2013,2
"Research methods in the age of digital journalism: Massive-scale automated analysis of news-content—topics, style and gender",Nello Cristianini,2013,2
"Machine Learning and Knowledge Discovery in Databases: European Conference, ECML PKDD 2012, Bristol, UK, September 24-28, 2012. Proceedings",Nello Cristianini,2012,2
Electionwatch: Detecting patterns in news coverage of us elections,Nello Cristianini,2012,2
"Machine learning and knowledge discovery in databases: ECML-PKDD Proceedings, Part II",Nello Cristianini,2012,2
An Empirical Comparison of Label Prediction Algorithms on Automatically Inferred Networks.,Nello Cristianini,2012,2
Facial expression detection using filtered local binary pattern features with ECOC classifiers and platt scaling,Nello Cristianini,2010,2
Wrapping up a Summary: from Representation to Generation,Nello Cristianini,2010,2
On Social Machines for Algorithmic Regulation,Nello Cristianini,2019,1
"Seasonal variation in antidepressant prescriptions, environmental light and web queries for seasonal affective disorder",Nello Cristianini,2019,1
An Analysis of the Interaction Between Intelligent Software Agents and Human Users,Nello Cristianini,2018,1
"Biased Embeddings from Wild Data: Measuring, Understanding and Removing",Nello Cristianini,2018,1
History Playground: A Tool for Discovering Temporal Trends in Massive Textual Corpora,Nello Cristianini,2018,1
Circadian mood variations in Twitter content,Nello Cristianini,2017,1
Change-point analysis of the public mood in UK Twitter during the Brexit referendum,Nello Cristianini,2016,1
Automated analysis of narrative content for digital humanities,Nello Cristianini,2013,1
Quantitative Narrative Analysis of US Elections in International News Media,Nello Cristianini,2012,1
Feasibility of an Automated System Counselor for Survivors of Sexual Assault,Rosalind Picard,2017,104
0114 A PRINCIPLED QUANTITATIVE CHARACTERIZATION OF CONTINUOUS EEG DYNAMICS IN SLEEP CONTINUOUS EEG DYNAMICS IN SLEEP,Rosalind Picard,2017,53
Identifying objective physiological markers and modifiable behaviors for self-reported stress and mental health status using wearable sensors and mobile phones: Observational study,Rosalind Picard,2018,44
“Kind and grateful”: a context-sensitive smartphone app utilizing inspirational content to promote gratitude,Rosalind Picard,2016,40
Continuous Pain Intensity Estimation from Autonomic Signals with Recurrent Neural Networks,Rosalind Picard,2018,30
BrightBeat: Effortlessly Influencing Breathing for Cultivating Calmness and Focus,Rosalind Picard,2017,29
Use of In-Game Rewards to Motivate Daily Self-Report Compliance: Randomized Controlled Trial,Rosalind Picard,2019,22
A Trip to the Moon: Personalized Animated Movies for Self-reflection,Rosalind Picard,2018,22
Structure of Electrodermal Responses During Sleep,Rosalind Picard,2017,20
Affective keys: towards unobtrusive stress sensing of smartphone users,Rosalind Picard,2018,17
Author response: Wrist sensor reveals sympathetic hyperactivity and hypoventilation before probable SUDEP,Rosalind Picard,2018,17
Learning via social awareness: Improving a deep generative sketching model with facial feedback,Rosalind Picard,2018,16
Physiological and behavioral profiling for nociceptive pain estimation using personalized multitask learning,Rosalind Picard,2017,16
"SPRING: Customizable, Motivation-Driven Technology for Children with Autism or Neurodevelopmental Differences.",Rosalind Picard,2017,16
Digital phenotyping of suicidal thoughts,Rosalind Picard,2018,15
Multi-task neural networks for personalized pain recognition from physiological signals,Rosalind Picard,2017,15
2nd symposia on computing and mental health,Rosalind Picard,2017,15
Common data elements for epilepsy mobile health systems,Rosalind Picard,2018,14
Eliminating physiological information from facial videos,Rosalind Picard,2017,14
Personalized automatic estimation of self-reported pain intensity from facial expressions,Rosalind Picard,2017,14
Personalized machine learning for robot perception of affect and engagement in autism therapy,Rosalind Picard,2018,13
Wrist sensor reveals sympathetic hyperactivity and hypoventilation before probable SUDEP,Rosalind Picard,2017,13
(340) Automatic pain intensity estimation using multi-modal data from wearable sensors,Rosalind Picard,2017,12
A Mixture of Personalized Experts for Human Affect Estimation,Rosalind Picard,2018,11
QuantifyMe: An Automated Single-Case Experimental Design Platform,Rosalind Picard,2017,11
1179 MULTIMODAL AMBULATORY SLEEP DETECTION USING RECURRENT NEURAL NETWORKS,Rosalind Picard,2017,11
Personalized Estimation of Engagement From Videos Using Active Learning With Deep Reinforcement Learning,Rosalind Picard,2019,10
0338 Composite Phase Deviation (CPD) As A Predictor Of Mood In College Students,Rosalind Picard,2018,9
Multimodal autoencoder: A deep learning approach to filling in missing sensor data and enabling better mood prediction,Rosalind Picard,2017,9
Multimodal Ambulatory Sleep Detection Using LSTM Recurrent Neural Networks,Rosalind Picard,2018,7
QuantifyMe: An Automated Single-Case Experimental Design Platform,Rosalind Picard,2018,7
Multi-task multiple kernel machines for personalized pain recognition from functional near-infrared spectroscopy brain signals,Rosalind Picard,2018,6
Vomit Comet Physiology: Autonomic Changes in Novice Flyers,Rosalind Picard,2018,6
"0795 IMPORTANCE OF SLEEP DATA IN PREDICTING NEXT-DAY STRESS, HAPPINESS, AND HEALTH IN COLLEGE STUDENTS",Rosalind Picard,2017,6
0182 Influence of weekly sleep regularity on self-reported wellbeing,Rosalind Picard,2017,6
Image analysis for data collected from a remote computing device,Rosalind Picard,2017,6
(338) Automatic detection of nociceptive stimuli and pain intensity from facial expressions,Rosalind Picard,2017,6
Methods and Apparatus for Physiological Measurement Using Color Band Photoplethysmographic Sensor,Rosalind Picard,2018,5
"Personalized Multitask Learning for Predicting Tomorrow's Mood, Stress, and Health",Rosalind Picard,2017,5
Predicting perceived emotions in animated GIFs with 3D convolutional neural networks,Rosalind Picard,2016,5
Improving convulsive seizure detection by exploiting data from outpatient settings using the Embrace wristband,Rosalind Picard,2016,5
Gifgif+: Collecting emotional animated gifs with clustered multi-task learning,Rosalind Picard,2017,4
"Predicting tomorrow’s mood, health, and stress level using personalized multitask learning and domain adaptation",Rosalind Picard,2017,4
Multimodal ambulatory sleep detection,Rosalind Picard,2017,4
Methods and apparatus for physiological measurement using color band photoplethysmographic sensor,Rosalind Picard,2018,3
QuantifyMe: An Open-Source Automated Single-Case Experimental Design Platform,Rosalind Picard,2018,3
Toward impactful collaborations on computing and mental health,Rosalind Picard,2018,3
Measuring engagement in robot-assisted autism therapy: A cross-cultural study,Rosalind Picard,2017,3
MIT Community Challenge: Designing a Platform to Promote Kindness and Prosocial Behavior,Rosalind Picard,2017,3
"Integrating Ema, Clinical Assessment and Wearable Sensors to Examine the Association between Major Depressive Disorder (MDD) and Alcohol Use",Rosalind Picard,2017,3
Multi-modal Active Learning From Human Data: A Deep Reinforcement Learning Approach,Rosalind Picard,2019,2
Methods and Apparatus for Assessing Depression,Rosalind Picard,2019,2
Meta-Weighted Gaussian Process Experts for Personalized Forecasting of AD Cognitive Changes,Rosalind Picard,2019,2
Multimodal wrist-worn devices for seizure detection and advancing research: focus on the Empatica wristbands,Rosalind Picard,2019,2
Personalized Gaussian Processes for Future Prediction of Alzheimer's Disease Progression,Rosalind Picard,2017,2
Multicenter clinical assessment of improved wearable multimodal convulsive seizure detectors,Rosalind Picard,2017,2
Objective assessment of depressive symptoms with machine learning and wearable sensors data,Rosalind Picard,2017,2
Methods and apparatus for conversation coach,Rosalind Picard,2017,2
Irregular sleep/wake patterns are associated with poorer academic performance and delayed circadian and sleep/wake timing,Rosalind Picard,2017,2
Helping others regulate emotion predicts increased regulation of one’s own emotions and decreased symptoms of depression,Rosalind Picard,2017,2
"Stress measurement using speech: Recent advancements, validation issues, and ethical and privacy considerations",Rosalind Picard,2019,1
Approximating Interactive Human Evaluation with Self-Play for Open-Domain Dialog Systems,Rosalind Picard,2019,1
Deep Reinforcement Learning for Optimal Critical Care Pain Management with Morphine using Dueling Double-Deep Q Networks,Rosalind Picard,2019,1
Author response to Dr. Stewart,Rosalind Picard,2019,1
Performance of a Wrist-Worn Multimodal Seizure Detection System for More than a Year in Real-Life Settings,Rosalind Picard,2018,1
Estimating carotid pulse and breathing rate from near-infrared video of the neck,Rosalind Picard,2018,1
Wearable Motion-based Heart-rate at Rest: A Workplace Evaluation,Rosalind Picard,2018,1
Personalized Gaussian Processes for Forecasting of Alzheimer’s Disease Assessment Scale-Cognition Sub-Scale (ADAS-Cog13),Rosalind Picard,2018,1
Stress measurement from tongue color imaging,Rosalind Picard,2017,1
Precomputed shadow ﬁelds for dynamic scenes,Rosalind Picard,2017,1
DeepFaceLIFT: interpretable personalized models for automatic estimation of self-reported pain,Rosalind Picard,2017,1
Mental state analysis using web servers,Rosalind Picard,2017,1
Pairwise likelihood ratios for estimation of non-Gaussian structural equation models,Aapo Hyvarinen,2013,357
Estimating exogenous variables in data with more variables than observations,Aapo Hyvarinen,2011,318
Density estimation in infinite dimensional exponential families,Aapo Hyvarinen,2013,201
Characterization of neuromagnetic brain rhythms over time scales of minutes using spatial independent component analysis,Aapo Hyvarinen,2012,145
DirectLiNGAM: A direct method for learning a linear non-Gaussian structural equation model,Aapo Hyvarinen,2011,143
Extracting coactivated features from multiple data sets,Aapo Hyvarinen,2011,132
A three-layer model of natural image statistics,Aapo Hyvarinen,2013,115
A hierarchical statistical model of natural images explains tuning properties in V2,Aapo Hyvarinen,2015,111
Independent component analysis: recent advances,Aapo Hyvarinen,2013,55
Dynamic connectivity factorization: Interpretable decompositions of non-stationarity,Aapo Hyvarinen,2014,49
Testing the ICA mixing matrix based on inter-subject or inter-session consistency,Aapo Hyvarinen,2011,46
Learning topographic representations for linearly correlated components,Aapo Hyvarinen,2011,45
ParceLiNGAM: A causal ordering method robust against latent confounders,Aapo Hyvarinen,2013,44
Learning visual spatial pooling by strong pca dimension reduction,Aapo Hyvarinen,2016,41
Nonlinear Functional Causal Models for Distinguishing Cause from Effect,Aapo Hyvarinen,2016,41
Pairwise Measures of Causal Direction in Linear Non-Gaussian Acyclic Models.,Aapo Hyvarinen,2010,38
Unifying blind separation and clustering for resting-state eeg/meg functional connectivity analysis,Aapo Hyvarinen,2015,36
"A general linear non-Gaussian state-space model: Identifiability, identification, and applications",Aapo Hyvarinen,2011,34
Discovery of exogenous variables in data with more variables than observations,Aapo Hyvarinen,2010,32
Independent component analysis for audio and biosignal applications,Aapo Hyvarinen,2012,31
MEG evidence for early sensitivity to spatial phase congruency in human primary visual cortex,Aapo Hyvarinen,2012,31
Testing independent component patterns by inter-subject or inter-session consistency,Aapo Hyvarinen,2013,30
"Noise-contrastive estimation of unnormalized statistical models, with applications to natural image statistics",Aapo Hyvarinen,2012,26
Preface to the first IEEE ICDM workshop on causal discovery,Aapo Hyvarinen,2013,25
Clustering via mode seeking by direct estimation of the gradient of a log-density,Aapo Hyvarinen,2014,21
Spatio-chromatic adaptation via higher-order canonical correlation analysis of natural images,Aapo Hyvarinen,2014,21
タブレット端末とモバイル実物投影を活用した学習用暗黙知の獲得,Aapo Hyvarinen,2016,19
Simultaneous blind separation and clustering of coactivated EEG/MEG sources for analyzing spontaneous brain activity,Aapo Hyvarinen,2014,19
Group-PCA for very large fMRI datasets,Aapo Hyvarinen,2014,18
Simultaneous estimation of nongaussian components and their correlation structure,Aapo Hyvarinen,2017,17
Development of a fast method for determining psychophysical tuning curves,Aapo Hyvarinen,2012,17
Estimating dependency structures for non-Gaussian components with linear and energy correlations,Aapo Hyvarinen,2014,16
Decoding emotional valence from electroencephalographic rhythmic activity,Aapo Hyvarinen,2017,15
Estimation of unnormalized statistical models without numerical integration,Aapo Hyvarinen,2013,15
ParceLiNGAM: a causal ordering method robust against latent confounders,Aapo Hyvarinen,2014,14
Structural equations and divisive normalization for energy-dependent component analysis,Aapo Hyvarinen,2011,13
Joint M-best-diverse labelings as a parametric submodular minimization,Aapo Hyvarinen,2016,10
A Bayesian inverse solution using independent component analysis,Aapo Hyvarinen,2014,10
Learning a selectivity-invariance-selectivity feature extraction architecture for images,Aapo Hyvarinen,2012,10
Template optimization and transfer in perceptual learning,Aapo Hyvarinen,2016,9
Orthogonal connectivity factorization: Interpretable decomposition of variability in correlation matrices,Aapo Hyvarinen,2016,9
Group-level spatial independent component analysis of Fourier envelopes of resting-state MEG data,Aapo Hyvarinen,2014,9
Decoding magnetoencephalographic rhythmic activity using spectrospatial information,Aapo Hyvarinen,2013,9
Preface: The 2018 acm sigkdd workshop on causal discovery,Aapo Hyvarinen,2018,8
Unsupervised feature extraction by time-contrastive learning and nonlinear ica,Aapo Hyvarinen,2016,8
Topographic analysis of correlated components,Aapo Hyvarinen,2012,8
Estimation of causal orders in a linear non-Gaussian acyclic model: a method robust against latent confounders,Aapo Hyvarinen,2012,8
Discovery of non-gaussian linear causal models using ICA,Aapo Hyvarinen,2012,8
Independent component analysis with an inverse problem motivated penalty term,Aapo Hyvarinen,2015,7
Non-linear canonical correlation for joint analysis of MEG signals from two subjects,Aapo Hyvarinen,2013,7
Neural-Kernelized Conditional Density Estimation,Aapo Hyvarinen,2018,6
A unified probabilistic model for independent and principal component analysis,Aapo Hyvarinen,2015,6
Correlated topographic analysis: estimating an ordering of correlated components,Aapo Hyvarinen,2013,5
Blind beamforming for non gaussian signals.,Aapo Hyvarinen,2012,5
Decoding attentional states for neurofeedback: Mindfulness vs. wandering thoughts,Aapo Hyvarinen,2019,4
Estimation of non-normalized mixture models and clustering using deep representation,Aapo Hyvarinen,2018,4
SPLICE: fully tractable hierarchical extension of ICA with pooling,Aapo Hyvarinen,2017,4
A mixture of sparse coding models explaining properties of face neurons related to holistic and parts-based processing,Aapo Hyvarinen,2017,4
Investigating shape perception by classification images,Aapo Hyvarinen,2014,4
Bridging Information Criteria and Parameter Shrinkage for Model Selection,Aapo Hyvarinen,2013,4
Introduction: Independent component analysis,Aapo Hyvarinen,2012,4
A family of computationally efficient and simple estimators for unnormalized statistical models,Aapo Hyvarinen,2012,4
Complex-valued independent component analysis of natural images,Aapo Hyvarinen,2011,4
Hermite polynomials and measures of non-Gaussianity,Aapo Hyvarinen,2011,4
Sparse and low-rank estimation of time-varying Markov networks with alternating direction method of multipliers,Aapo Hyvarinen,2010,4
A unified probabilistic model for learning latent factors and their connectivities from high-dimensional data,Aapo Hyvarinen,2018,3
Nonlinear ICA of temporally dependent stationary sources,Aapo Hyvarinen,2017,3
Three-way analysis of spectrospatial electromyography data: Classification and interpretation,Aapo Hyvarinen,2015,3
Causal Discovery with General Non-Linear Relationships Using Non-Linear ICA,Aapo Hyvarinen,2019,2
Mode-seeking clustering and density ridge estimation via direct estimation of density-derivative-ratios,Aapo Hyvarinen,2018,2
Sparse and low-rank matrix regularization for learning time-varying Markov networks,Aapo Hyvarinen,2016,2
Unsupervised feature extraction by time-contrastive learning and nonlinear ica,Aapo Hyvarinen,2016,2
Workshop Organisation,Aapo Hyvarinen,2013,2
Independent Component Analysis: Basic Theory and Recent Advances,Aapo Hyvarinen,2013,2
Information criteria for non-normalized models,Aapo Hyvarinen,2019,1
Estimation of non-normalized mixture models,Aapo Hyvarinen,2019,1
Neural Empirical Bayes,Aapo Hyvarinen,2019,1
Nonlinear ICA using auxiliary variables and generalized contrastive learning,Aapo Hyvarinen,2018,1
Deep energy estimator networks,Aapo Hyvarinen,2018,1
Decoding attentional states for neurofeedback,Aapo Hyvarinen,2018,1
Characterizing variability of modular brain connectivity with constrained principal component analysis,Aapo Hyvarinen,2016,1
Independent component analysis of images,Aapo Hyvarinen,2015,1
Spatio-Chromatic Adaptation via Higher-Order Canonical Correlation Analysis of Natural,Aapo Hyvarinen,2014,1
Causal discovery of linear acyclic models with arbitrary distributions,Aapo Hyvarinen,2012,1
Source separation and higher-order causal analysis of MEG and EEG,Aapo Hyvarinen,2012,1
Tensorflow: A system for large-scale machine learning,Greg Corrado,2016,13400
Smart reply: Automated response suggestion for email,Greg Corrado,2016,10873
A Deep Learning Approach to Gleason Scoring of Prostate Cancer: Opportunity for Precision Grading and Enhanced Clinical Care,Greg Corrado,2018,7968
Grader variability and the importance of reference standards for evaluating machine learning models for diabetic retinopathy,Greg Corrado,2018,3809
"TensorFlow: Large-scale machine learning on heterogeneous systems, 2015",Greg Corrado,2015,1991
Bilbowa: Fast bilingual distributed representations without word alignments,Greg Corrado,2015,1899
Grader variability and the importance of reference standards for evaluating machine learning models for diabetic retinopathy,Greg Corrado,2018,1491
Document embedding with paragraph vectors,Greg Corrado,2015,1031
Three controversial hypotheses concerning computation in the primate cortex,Greg Corrado,2012,942
Zero-shot learning by convex combination of semantic embeddings,Greg Corrado,2013,661
Devise: A deep visual-semantic embedding model,Greg Corrado,2013,575
Predicting refractive error from retinal fundus images using deep learning,Greg Corrado,2018,441
Development and Validation of a Deep Learning Algorithm for Improving Gleason Scoring of Prostate Cancer,Greg Corrado,2018,393
Detecting cancer metastases on gigapixel pathology images,Greg Corrado,2017,382
The trouble with choice: studying decision variables in the brain,Greg Corrado,2009,345
Toward Online Measurement of Decision State,Greg Corrado,2009,266
Understanding neural coding through the model-based analysis of decision making,Greg Corrado,2007,266
Google’s multilingual neural machine translation system: Enabling zero-shot translation,Greg Corrado,2017,215
Microscope 2.0: An Augmented Reality Microscope for Real-time Detection of Cancer,Greg Corrado,2018,192
Deep Learning to Assess Glaucoma Risk and Associated Features in Fundus Images,Greg Corrado,2018,186
Predicting optical coherence tomography-derived diabetic macular edema grades from fundus photographs using deep learning,Greg Corrado,2018,163
Distributed representations of words and phrases and their compositionality,Greg Corrado,2013,159
Ensuring fairness in machine learning to advance health equity,Greg Corrado,2018,146
Stimulus onset quenches neural variability: a widespread cortical phenomenon,Greg Corrado,2010,127
An augmented reality microscope for real-time automated detection of cancer,Greg Corrado,2018,124
Deep learning for predicting refractive error from retinal fundus images,Greg Corrado,2018,109
Google's neural machine translation system: Bridging the gap between human and machine translation,Greg Corrado,2016,105
"Efficient estimation of word representations in vector space, arXiv Prepr. arXiv1301. 3781",Greg Corrado,2013,92
Efficient estimation of word representations in vector space. arXiv 2013,Greg Corrado,2013,76
"Martin Wa enberg, Martin Wicke, Yuan Yu, and Xiaoqiang Zheng",Greg Corrado,2016,74
Deep learning versus human graders for classifying diabetic retinopathy severity in a nationwide screening program,Greg Corrado,2019,61
Similar Image Search for Histopathology: SMILY,Greg Corrado,2019,47
"Recursive sparse, spatiotemporal coding",Greg Corrado,2009,47
Efficient estimation of word representations in vector space,Greg Corrado,2013,32
Deviation from the matching law reflects an optimal strategy involving learning over multiple timescales,Greg Corrado,2019,26
Learning fast and slow: deviations from the matching law can reflect an optimal strategy under uncertainty,Greg Corrado,2017,26
Prediction of cardiovascular risk factors from retinal fundus photographs via deep learning,Greg Corrado,2018,16
A guide to deep learning in healthcare,Greg Corrado,2019,14
Scalable and accurate deep learning with electronic health records,Greg Corrado,2018,14
Advances in neural information processing systems,Greg Corrado,2013,14
Nanoscale electronic synapses using phase change devices,Greg Corrado,2013,14
Human-centered tools for coping with imperfect algorithms during medical decision-making,Greg Corrado,2019,8
Predicting Progression of Age-related Macular Degeneration from Fundus Images using Deep Learning,Greg Corrado,2019,6
Similar Image Search for Histopathology: SMILY,Greg Corrado,2019,6
Using a deep learning algorithm and integrated gradients explanation to assist grading for diabetic retinopathy,Greg Corrado,2019,5
Microscope 2.0: An Augmented Reality Microscope with Real-time Artificial Intelligence Integration,Greg Corrado,2018,5
Wide & deep learning for recommender systems,Greg Corrado,2016,5
Interspecies fMRI in Monkeys and Humans engaged in value-based decision making,Greg Corrado,2007,5
fMRI and electrophysiological responses in the Anterior Cingulate Cortex of Monkeys engaged in value-based decision making,Greg Corrado,2007,5
Development and validation of a deep learning algorithm for improving Gleason scoring of prostate cancer,Greg Corrado,2019,4
TensorFlow: Large-scale machine learning on heterogeneous systems. Software available from tensorflow. org,Greg Corrado,2015,4
Building high-level features using large scale unsupervised learning,Greg Corrado,2011,4
"The algorithmic automation problem: Prediction, triage, and human effort",Greg Corrado,2019,3
